Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved,Complexity,Class,NumberSolvedNormalized
433A,Kitahara Haruki's Gift,Brute force|Implementation problems programming technics simulation,brute force|implementation,4281,0.298,Easy,0.101720287
432E,Square Tiling,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,344,0.433,Medium,0.0081737395
432D,Prefixes and Suffixes,Dynamic programming|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc|Two pointers,dp|string suffix structures|strings|two pointers,1406,0.825,Hard,0.0334077841
432C,Prime Swaps,Greedy algorithms|Sortings orderings,greedy|sortings,1432,0.353,Easy,0.0340255667
432B,Football Kit,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,4340,0.353,Easy,0.1031221784
432A,Choosing Teams,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,greedy|implementation|sortings,8296,0.353,Easy,0.1971201825
431E,Chemistry Experiment,Binary search|Heaps binary search trees segment trees hash tables etc|Ternary search,binary search|data structures|ternary search,225,0.739,Hard,0.0053461959
431D,Random Task,Binary search|Bitmasks|Combinatorics|Dynamic programming|Mathematics including integration differential equations etc,binary search|bitmasks|combinatorics|dp|math,953,0.728,Medium,0.0226441097
431C,k-Tree,Dynamic programming|Implementation problems programming technics simulation|Trees,dp|implementation|trees,4596,0.756,Hard,0.1092049613
431B,Shower Line,Brute force|Implementation problems programming technics simulation,brute force|implementation,3887,0.298,Easy,0.092358504
431A,Black Square,Implementation problems programming technics simulation,implementation,6597,0,Easy,0.1567504633
430B,Balls Game,Brute force|Two pointers,brute force|two pointers,1777,0.528,Medium,0.0422230671
430A,Points and Segments (easy),Constructive algorithms|Sortings orderings,constructive algorithms|sortings,1501,0.433,Medium,0.0356650668
429E,Points and Segments,Graphs,graphs,196,0.705,Medium,0.0046571306
429D,Tricky Function,Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Geometry computational geometry,data structures|divide and conquer|geometry,909,0.857,Hard,0.0215986314
429C,Guess the Tree,Bitmasks|Constructive algorithms|Dynamic programming|Greedy algorithms|Trees,bitmasks|constructive algorithms|dp|greedy|trees,524,0.756,Hard,0.0124506962
429B,Working out,Dynamic programming,dp,2491,0.706,Medium,0.0591883287
429A,Xor-tree,Dfs and similar|Trees,dfs and similar|trees,2991,0.756,Hard,0.071068764
427E,Police Patrol,Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Ternary search,greedy|implementation|math|ternary search,863,0.678,Medium,0.0205056313
427D,Match & Catch,Dynamic programming|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,dp|string suffix structures|strings,744,0.825,Hard,0.0176780877
427C,Checkposts,Dfs and similar|Graphs|Two pointers,dfs and similar|graphs|two pointers,2452,0.705,Medium,0.0582616547
427B,Prison Transfer,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,5228,0.739,Hard,0.1242218315
427A,Police Recruits,Implementation problems programming technics simulation,implementation,7868,0,Easy,0.1869505299
426B,Sereja and Mirroring,Implementation problems programming technics simulation,implementation,2481,0,Easy,0.05895072
426A,Sereja and Mugs,Implementation problems programming technics simulation,implementation,4340,0,Easy,0.1031221784
425E,Sereja and Sets,Dynamic programming,dp,260,0.706,Medium,0.0061778264
425D,Sereja and Squares,Binary search|Heaps binary search trees segment trees hash tables etc|Hashing hashtables,binary search|data structures|hashing,593,0.739,Hard,0.0140901963
425C,Sereja and Two Sequences,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,554,0.739,Hard,0.0131635223
425B,Sereja and Table,Bitmasks|Greedy algorithms,bitmasks|greedy,740,0.728,Medium,0.0175830442
425A,Sereja and Swaps,Brute force|Sortings orderings,brute force|sortings,2361,0.298,Easy,0.0560994155
424E,Colored Jenga,Dfs and similar|Dynamic programming|Probabilities expected values statistics random variables etc,dfs and similar|dp|probabilities,51,0.802,Hard,0.0012118044
424D,Biathlon Track,Binary search|Brute force|Constructive algorithms|Heaps binary search trees segment trees hash tables etc|Dynamic programming,binary search|brute force|constructive algorithms|data structures|dp,360,0.739,Hard,0.0085539134
424C,Magic Formulas,Mathematics including integration differential equations etc,math,1791,0.366,Easy,0.0425557192
424B,Megacity,Binary search|Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,binary search|greedy|implementation|sortings,2728,0.582,Medium,0.064819655
424A,Squats,Implementation problems programming technics simulation,implementation,3804,0,Easy,0.0903863518
421D,Bug in Code,Binary search|Heaps binary search trees segment trees hash tables etc|Sortings orderings,binary search|data structures|sortings,246,0.739,Hard,0.0058451742
421A,Pasha and Hamsters,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,1878,0.433,Medium,0.044622915
420E,Playing the ball,Geometry computational geometry,geometry,87,0.781,Hard,0.0020671957
420D,Cup Trick,Heaps binary search trees segment trees hash tables etc,data structures,279,0.739,Hard,0.0066292829
420C,Bug in Code,Heaps binary search trees segment trees hash tables etc|Graphs|Implementation problems programming technics simulation|Two pointers,data structures|graphs|implementation|two pointers,572,0.739,Hard,0.013591218
420B,Online Meeting,Implementation problems programming technics simulation,implementation,753,0,Easy,0.0178919356
420A,Start Up,Implementation problems programming technics simulation,implementation,2795,0,Easy,0.0664116333
418E,Tricky Password,Heaps binary search trees segment trees hash tables etc,data structures,55,0.739,Hard,0.0013068479
418D,Big Problems for Organizers,Heaps binary search trees segment trees hash tables etc|Graphs|Trees,data structures|graphs|trees,134,0.756,Hard,0.0031839567
417E,Square Table,Constructive algorithms|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,constructive algorithms|math|probabilities,469,0.802,Hard,0.0111438483
417D,Cunning Gena,Bitmasks|Dynamic programming|Greedy algorithms|Sortings orderings,bitmasks|dp|greedy|sortings,972,0.728,Medium,0.0230955662
417C,Football,Constructive algorithms|Graphs|Implementation problems programming technics simulation,constructive algorithms|graphs|implementation,2458,0.705,Medium,0.0584042199
417B,Crash,Implementation problems programming technics simulation,implementation,1187,0,Easy,0.0282041534
417A,Elimination,Dynamic programming|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,dp|implementation|math,1339,0.706,Medium,0.0318158057
416E,President's Path,Dynamic programming|Graphs|Shortest paths on weighted and unweighted graphs,dp|graphs|shortest paths,438,0.732,Hard,0.0104072613
416D,Population Size,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,417,0.353,Easy,0.009908283
416C,Booking System,Binary search|Dynamic programming|Greedy algorithms|Implementation problems programming technics simulation,binary search|dp|greedy|implementation,2157,0.706,Medium,0.0512521979
416B,Art Union,Brute force|Dynamic programming|Implementation problems programming technics simulation,brute force|dp|implementation,3180,0.706,Medium,0.0755595685
416A,Guess a number!,Greedy algorithms|Implementation problems programming technics simulation|Two pointers,greedy|implementation|two pointers,3317,0.528,Medium,0.0788148078
415B,Mashmokh and Tokens,Binary search|Greedy algorithms|Mathematics including integration differential equations etc,binary search|greedy|math,2509,0.582,Medium,0.0596160243
415A,Mashmokh and Lights,Implementation problems programming technics simulation,implementation,4458,0,Easy,0.1059259611
414E,Mashmokh's Designed Problem,Heaps binary search trees segment trees hash tables etc,data structures,44,0.739,Hard,0.0010454783
414D,Mashmokh and Water Tanks,Binary search|Heaps binary search trees segment trees hash tables etc|Greedy algorithms|Two pointers,binary search|data structures|greedy|two pointers,367,0.739,Hard,0.0087202395
414C,Mashmokh and Reverse Operation,Combinatorics|Divide and Conquer,combinatorics|divide and conquer,964,0.857,Hard,0.0229054793
414B,Mashmokh and ACM,Combinatorics|Dynamic programming,combinatorics|dp,4437,0.706,Medium,0.1054269828
414A,Mashmokh and Numbers,Constructive algorithms|Number theory: Euler function GCD divisibility etc,constructive algorithms|number theory,3773,0.489,Medium,0.0896497648
413E,Maze 2D,Heaps binary search trees segment trees hash tables etc|Divide and Conquer,data structures|divide and conquer,185,0.857,Hard,0.0043957611
413D,2048,Bitmasks|Dynamic programming,bitmasks|dp,291,0.728,Medium,0.0069144133
413C,Jeopardy!,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,936,0.366,Easy,0.0222401749
413B,Spyke Chatting,Implementation problems programming technics simulation,implementation,1043,0,Easy,0.024782588
413A,Data Recovery,Implementation problems programming technics simulation,implementation,1324,0,Easy,0.0314593927
412E,E-mail Addresses,Implementation problems programming technics simulation,implementation,552,0,Easy,0.0131160006
412D,Giving Awards,Dfs and similar,dfs and similar,818,0.645,Medium,0.0194363921
412C,Pattern,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,1794,0.331,Easy,0.0426270019
412B,Network Configuration,Greedy algorithms|Sortings orderings,greedy|sortings,2116,0.353,Easy,0.0502780022
412A,Poster,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,2041,0.353,Easy,0.0484959369
411C,Kicker,Implementation problems programming technics simulation,implementation,805,0,Easy,0.0191275008
411B,Multi-core Processor,Implementation problems programming technics simulation,implementation,973,0,Easy,0.0231193271
411A,Password Check,Implementation problems programming technics simulation,implementation,2931,0,Easy,0.0696431117
409I,Feed the Golorp,,,33,0.938,Hard,0.0007841087
409H,A + B Strikes Back,Brute force|Constructive algorithms|Disjoint set union|Implementation problems programming technics simulation,brute force|constructive algorithms|dsu|implementation,2970,0.686,Medium,0.0705697857
409G,On a plane,,,160,0.938,Hard,0.0038017393
409F,1,,,417,0.938,Hard,0.009908283
409E,Dome,,,346,0.938,Hard,0.0082212612
409D,Big Data,,,614,0.938,Hard,0.0145891745
409C,Magnum Opus,,,1272,0.938,Hard,0.0302238274
409B,Mysterious Language,,,922,0.938,Hard,0.0219075227
409A,The Great Game,,,1570,0.938,Hard,0.0373045668
408B,Garland,Implementation problems programming technics simulation,implementation,3036,0,Easy,0.0721380031
408A,Line to Cashier,Implementation problems programming technics simulation,implementation,4057,0,Easy,0.096397852
407E,k-d-sequence,Heaps binary search trees segment trees hash tables etc,data structures,96,0.739,Hard,0.0022810436
407D,Largest Submatrix 3,Dynamic programming|Hashing hashtables,dp|hashing,242,0.714,Medium,0.0057501307
407C,Curious Array,Brute force|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,brute force|implementation|math,396,0.366,Easy,0.0094093048
407B,Long Path,Dynamic programming|Implementation problems programming technics simulation,dp|implementation,2425,0.706,Medium,0.0576201112
407A,Triangle,Brute force|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,brute force|implementation|math,2389,0.366,Easy,0.0567647199
406E,Hamming Triples,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,121,0.366,Easy,0.0028750653
406D,Hill Climbing,Dfs and similar|Geometry computational geometry|Trees,dfs and similar|geometry|trees,573,0.781,Hard,0.0136149789
405E,Graph Cutting,Dfs and similar,dfs and similar,640,0.645,Medium,0.0152069572
405D,Toy Sum,Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,greedy|implementation|math,1765,0.366,Easy,0.0419379366
405C,Unusual Product,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,2847,0.366,Easy,0.0676471986
405B,Domino Effect,,,3553,0.938,Hard,0.0844223732
405A,Gravity Flip,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,greedy|implementation|sortings,9379,0.353,Easy,0.2228532053
404E,Maze 1D,Binary search|Greedy algorithms|Implementation problems programming technics simulation,binary search|greedy|implementation,293,0.582,Medium,0.0069619351
404D,Minesweeper 1D,Dynamic programming|Implementation problems programming technics simulation,dp|implementation,968,0.706,Medium,0.0230005227
404C,Restore Graph,Dfs and similar|Graphs|Sortings orderings,dfs and similar|graphs|sortings,1970,0.705,Medium,0.0468089151
404B,Marathon,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,2196,0.366,Easy,0.0521788718
404A,Valera and X,Implementation problems programming technics simulation,implementation,5820,0,Easy,0.1382882669
403E,Two Rooted Trees,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,57,0.739,Hard,0.0013543696
403D,Beautiful Pairs of Numbers,Combinatorics|Dynamic programming,combinatorics|dp,459,0.706,Medium,0.0109062396
402E,Strictly Positive Matrix,Graphs,graphs,851,0.705,Medium,0.0202205009
402D,Upgrading Array,Dynamic programming|Greedy algorithms|Mathematics including integration differential equations etc,dp|greedy|math,1159,0.706,Medium,0.027538849
402C,Searching for Graph,Brute force|Constructive algorithms,brute force|constructive algorithms,2507,0.433,Medium,0.0595685026
402B,Trees in a Row,Brute force,brute force,2053,0.298,Easy,0.0487810673
402A,Nuts,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,3015,0.366,Easy,0.0716390249
401E,Olympic Games,Mathematics including integration differential equations etc,math,124,0.366,Easy,0.002946348
401D,Roman and Numbers,Bitmasks|Brute force|Combinatorics|Dynamic programming|Number theory: Euler function GCD divisibility etc,bitmasks|brute force|combinatorics|dp|number theory,1183,0.728,Medium,0.0281091099
401C,Team,Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation,constructive algorithms|greedy|implementation,4344,0.433,Medium,0.1032172219
401B,Sereja and Contests,Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,greedy|implementation|math,3205,0.366,Easy,0.0761535903
401A,Vanya and Cards,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,6441,0.366,Easy,0.1530437675
400E,Inna and Binary Logic,Binary search|Bitmasks|Heaps binary search trees segment trees hash tables etc,binary search|bitmasks|data structures,474,0.739,Hard,0.0112626527
400D,Dima and Bacteria,Disjoint set union|Graphs|Shortest paths on weighted and unweighted graphs,dsu|graphs|shortest paths,1039,0.732,Hard,0.0246875446
400C,Inna and Huge Candy Matrix,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,2040,0.366,Easy,0.048472176
400B,Inna and New Matrix of Candies,Brute force|Implementation problems programming technics simulation|Scheduling Algorithms,brute force|implementation|schedules,2684,0.394,Easy,0.0637741767
400A,Inna and Choose Options,Dynamic programming|Implementation problems programming technics simulation,dp|implementation,4050,0.706,Medium,0.0962315259
399B,Red and Blue Balls,,,839,0.938,Hard,0.0199353704
399A,Pages,Implementation problems programming technics simulation,implementation,1374,0,Easy,0.0326474362
398E,Sorting Permutations,,,27,0.938,Hard,0.0006415435
398D,Instant Messanger,Heaps binary search trees segment trees hash tables etc,data structures,206,0.739,Hard,0.0048947393
398C,Tree and Array,Constructive algorithms,constructive algorithms,130,0.433,Medium,0.0030889132
398B,Painting The Wall,Dynamic programming|Probabilities expected values statistics random variables etc,dp|probabilities,429,0.802,Hard,0.0101934135
398A,Cards,Implementation problems programming technics simulation,implementation,607,0,Easy,0.0144228485
397B,On Corruption and Numbers,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,455,0.366,Easy,0.0108111961
397A,On Segment's Own Points,,,878,0.938,Hard,0.0208620444
396E,On Iteration of One Well-Known Function,,,37,0.938,Hard,0.0008791522
396D,On Sum of Number of Inversions in Permutations,Combinatorics,combinatorics,178,0.687,Medium,0.004229435
396C,On Changing Tree,Heaps binary search trees segment trees hash tables etc|Trees,data structures|trees,568,0.756,Hard,0.0134961745
396B,On Sum of Fractions,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,448,0.489,Medium,0.01064487
396A,On Number of Decompositions into Multipliers,Combinatorics|Number theory: Euler function GCD divisibility etc,combinatorics|number theory,563,0.687,Medium,0.0133773701
394E,Lightbulb for Minister,Geometry computational geometry,geometry,51,0.781,Hard,0.0012118044
394D,Physical Education and Buns,Brute force|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,brute force|implementation|math,173,0.366,Easy,0.0041106306
394C,Dominoes,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,309,0.433,Medium,0.007342109
394B,Very Beautiful Number,,,349,0.938,Hard,0.0082925438
394A,Counting Sticks,Implementation problems programming technics simulation,implementation,1044,0,Easy,0.0248063489
393B,Three matrices,,,618,0.938,Hard,0.014684218
393A,Nineteen,,,1298,0.938,Hard,0.03084161
392E,Deleting Substrings,,,34,0.938,Hard,0.0008078696
392D,Three Arrays,Heaps binary search trees segment trees hash tables etc,data structures,90,0.739,Hard,0.0021384784
392C,Yet Another Number Sequence,Combinatorics|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,combinatorics|math|matrices,183,0.861,Hard,0.0043482393
392B,Tower of Hanoi,Dynamic programming,dp,384,0.706,Medium,0.0091241743
392A,Blocked Points,Mathematics including integration differential equations etc,math,450,0.366,Easy,0.0106923918
391F3,Stock Trading,,,27,0.938,Hard,0.0006415435
391F2,Stock Trading,Greedy algorithms,greedy,25,0.353,Easy,0.0005940218
391F1,Stock Trading,Dynamic programming,dp,57,0.706,Medium,0.0013543696
391E2,Three Trees,,,59,0.938,Hard,0.0014018914
391E1,Three Trees,,,49,0.938,Hard,0.0011642827
391D2,Supercollider,Heaps binary search trees segment trees hash tables etc,data structures,95,0.739,Hard,0.0022572827
391D1,Supercollider,Brute force,brute force,125,0.298,Easy,0.0029701088
391C3,The Tournament,,,90,0.938,Hard,0.0021384784
391C2,The Tournament,Greedy algorithms,greedy,80,0.353,Easy,0.0019008696
391C1,The Tournament,Brute force,brute force,129,0.298,Easy,0.0030651523
391B,Word Folding,Brute force,brute force,207,0.298,Easy,0.0049185002
391A,Genetic Engineering,Implementation problems programming technics simulation|Two pointers,implementation|two pointers,471,0.528,Medium,0.0111913701
390E,Inna and Large Sweet Matrix,,,154,0.938,Hard,0.0036591741
390D,Inna and Sweet Matrix,Constructive algorithms,constructive algorithms,304,0.433,Medium,0.0072233047
390C,Inna and Candy Boxes,Heaps binary search trees segment trees hash tables etc,data structures,417,0.739,Hard,0.009908283
390B,Inna Dima and Song,Implementation problems programming technics simulation,implementation,653,0,Easy,0.0155158485
390A,Inna and Alarm Clock,Implementation problems programming technics simulation,implementation,1009,0,Easy,0.0239747184
389B,Fox and Cross,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3697,0.353,Easy,0.0878439386
389A,Fox and Number Game,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,5161,0.366,Easy,0.1226298532
388E,Fox and Meteor Shower,Geometry computational geometry,geometry,35,0.781,Hard,0.0008316305
388D,Fox and Perfect Sets,Mathematics including integration differential equations etc,math,126,0.366,Easy,0.0029938697
388C,Fox and Card Game,Games Sprague–Grundy theorem|Greedy algorithms|Sortings orderings,games|greedy|sortings,1274,0.663,Medium,0.0302713491
388B,Fox and Minimal path,Bitmasks|Constructive algorithms|Graphs|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,bitmasks|constructive algorithms|graphs|implementation|math,1242,0.728,Medium,0.0295110013
388A,Fox and Box Accumulation,Greedy algorithms|Sortings orderings,greedy|sortings,4323,0.353,Easy,0.1027182436
387E,George and Cards,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,444,0.739,Hard,0.0105498265
387D,George and Interesting Graph,Graph matchings König's theorem vertex cover of bipartite graph,graph matchings,331,0.688,Medium,0.0078648482
387C,George and Number,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,1476,0.353,Easy,0.035071045
387B,George and Round,Brute force|Greedy algorithms|Two pointers,brute force|greedy|two pointers,4128,0.528,Medium,0.0980848738
387A,George and Sleep,Implementation problems programming technics simulation,implementation,5051,0,Easy,0.1200161574
386D,Game with Points,Dynamic programming|Graphs|Implementation problems programming technics simulation|Shortest paths on weighted and unweighted graphs,dp|graphs|implementation|shortest paths,170,0.732,Hard,0.004039348
386C,Diverse Substrings,Dynamic programming|Two pointers,dp|two pointers,273,0.706,Medium,0.0064867177
386B,Fly freebies fly!,Binary search|Brute force|Implementation problems programming technics simulation,binary search|brute force|implementation,726,0.582,Medium,0.0172503921
386A,Second-Price Auction,Implementation problems programming technics simulation,implementation,1380,0,Easy,0.0327900014
385E,Bear in the Field,Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,math|matrices,291,0.861,Hard,0.0069144133
385D,Bear and Floodlight,Bitmasks|Dynamic programming|Geometry computational geometry,bitmasks|dp|geometry,423,0.781,Hard,0.0100508483
385C,Bear and Prime Numbers,Binary search|Brute force|Heaps binary search trees segment trees hash tables etc|Dynamic programming|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,binary search|brute force|data structures|dp|implementation|math|number theory,2514,0.739,Hard,0.0597348287
385B,Bear and Strings,Brute force|Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|greedy|implementation|math|strings,3777,0.366,Easy,0.0897448082
385A,Bear and Raspberry,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,6195,0.353,Easy,0.1471985934
384B,Multitasking,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings|Two pointers,greedy|implementation|sortings|two pointers,2025,0.528,Medium,0.048115763
384A,Coder,Implementation problems programming technics simulation,implementation,6128,0,Easy,0.145606615
383E,Vowels,Combinatorics|Divide and Conquer|Dynamic programming,combinatorics|divide and conquer|dp,258,0.857,Hard,0.0061303046
383D,Antimatter,Dynamic programming,dp,910,0.706,Medium,0.0216223922
383C,Propagating tree,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Trees,data structures|dfs and similar|trees,1560,0.756,Hard,0.0370669581
383B,Volcanoes,Binary search|Implementation problems programming technics simulation|Sortings orderings|Two pointers,binary search|implementation|sortings|two pointers,383,0.582,Medium,0.0091004134
383A,Milking cows,Heaps binary search trees segment trees hash tables etc|Greedy algorithms,data structures|greedy,2996,0.739,Hard,0.0711875683
382E,Ksenia and Combinatorics,Combinatorics|Dynamic programming,combinatorics|dp,114,0.706,Medium,0.0027087392
382D,Ksenia and Pawns,Dfs and similar|Graphs|Implementation problems programming technics simulation|Trees,dfs and similar|graphs|implementation|trees,468,0.756,Hard,0.0111200874
382C,Arithmetic Progression,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,2546,0.275,Easy,0.0604951765
382B,Number Busters,Binary search|Mathematics including integration differential equations etc,binary search|math,911,0.582,Medium,0.0216461531
382A,Ksenia and Pan Scales,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3936,0.353,Easy,0.0935227867
381B,Sereja and Stairs,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,greedy|implementation|sortings,3460,0.353,Easy,0.0822126123
381A,Sereja and Dima,Greedy algorithms|Implementation problems programming technics simulation|Two pointers,greedy|implementation|two pointers,5802,0.528,Medium,0.1378605712
380E,Sereja and Dividing,Heaps binary search trees segment trees hash tables etc,data structures,121,0.739,Hard,0.0028750653
380D,Sereja and Cinema,Combinatorics|Mathematics including integration differential equations etc,combinatorics|math,249,0.687,Medium,0.0059164568
380C,Sereja and Brackets,Heaps binary search trees segment trees hash tables etc|Scheduling Algorithms,data structures|schedules,2138,0.739,Hard,0.0508007413
380B,Sereja and Tree,Graphs|Implementation problems programming technics simulation,graphs|implementation,372,0.705,Medium,0.0088390439
380A,Sereja and Prefixes,Binary search|Brute force,binary search|brute force,1743,0.582,Medium,0.0414151975
379G,New Year Cactus,Dynamic programming,dp,41,0.706,Medium,0.0009741957
379F,New Year Tree,Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Trees,data structures|divide and conquer|trees,663,0.857,Hard,0.0157534572
379E,New Year Tree Decorations,Geometry computational geometry|Scheduling Algorithms|Sortings orderings,geometry|schedules|sortings,213,0.781,Hard,0.0050610654
379D,New Year Letter,Bitmasks|Brute force|Dynamic programming,bitmasks|brute force|dp,991,0.728,Medium,0.0235470228
379C,New Year Ratings Change,Greedy algorithms|Sortings orderings,greedy|sortings,3859,0.353,Easy,0.0916931996
379B,New Year Present,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,4747,0.433,Medium,0.1127928527
379A,New Year Candles,Implementation problems programming technics simulation,implementation,11095,0,Easy,0.2636268593
378B,Semifinals,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,2332,0.275,Easy,0.0554103502
378A,Playing with Dice,Brute force,brute force,6468,0.298,Easy,0.153685311
377E,Cookie Clicker,Dynamic programming|Geometry computational geometry,dp|geometry,101,0.781,Hard,0.0023998479
377D,Developing Game,Heaps binary search trees segment trees hash tables etc,data structures,391,0.739,Hard,0.0092905004
377C,Captains Mode,Bitmasks|Dynamic programming|Games Sprague–Grundy theorem,bitmasks|dp|games,600,0.728,Medium,0.0142565224
377B,Preparing for the Contest,Binary search|Heaps binary search trees segment trees hash tables etc|Greedy algorithms|Sortings orderings,binary search|data structures|greedy|sortings,1127,0.739,Hard,0.0267785012
377A,Maze,Dfs and similar,dfs and similar,4449,0.645,Medium,0.1057121133
376B,I.O.U.,Implementation problems programming technics simulation,implementation,2314,0,Easy,0.0549826546
376A,Lever,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,3878,0.366,Easy,0.0921446562
375E,Red and Black Tree,Dynamic programming|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,dp|implementation|math,77,0.706,Medium,0.001829587
375D,Tree and Queries,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Trees,data structures|dfs and similar|trees,733,0.756,Hard,0.0174167181
375C,Circling Round Treasures,Bitmasks|Shortest paths on weighted and unweighted graphs,bitmasks|shortest paths,205,0.732,Hard,0.0048709785
375B,Maximum Submatrix 2,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Implementation problems programming technics simulation|Sortings orderings,data structures|dp|implementation|sortings,1967,0.739,Hard,0.0467376325
375A,Divisible by Seven,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,2011,0.489,Medium,0.0477831108
374E,Inna and Babies,Binary search|Heaps binary search trees segment trees hash tables etc|Disjoint set union|Geometry computational geometry|Implementation problems programming technics simulation,binary search|data structures|dsu|geometry|implementation,102,0.781,Hard,0.0024236088
374D,Inna and Sequence,Binary search|Heaps binary search trees segment trees hash tables etc|Dynamic programming|Trees,binary search|data structures|dp|trees,476,0.756,Hard,0.0113101744
374C,Inna and Dima,Dfs and similar|Dynamic programming|Graphs|Implementation problems programming technics simulation,dfs and similar|dp|graphs|implementation,1084,0.706,Medium,0.0257567837
374B,Inna and Nine,Combinatorics|Greedy algorithms,combinatorics|greedy,1599,0.687,Medium,0.0379936321
374A,Inna and Pink Pony,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,1463,0.353,Easy,0.0347621537
373B,Making Sequences is Fun,Binary search|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,binary search|implementation|math,1579,0.582,Medium,0.0375184147
373A,Collecting Beats is Fun,Implementation problems programming technics simulation,implementation,4111,0,Easy,0.097680939
372E,Drawing Circles is Fun,Combinatorics|Geometry computational geometry,combinatorics|geometry,75,0.781,Hard,0.0017820653
372D,Choosing Subtree is Fun,Binary search|Heaps binary search trees segment trees hash tables etc|Dfs and similar|Trees|Two pointers,binary search|data structures|dfs and similar|trees|two pointers,301,0.756,Hard,0.0071520221
372C,Watching Fireworks is Fun,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Mathematics including integration differential equations etc,data structures|dp|math,756,0.739,Hard,0.0179632182
372B,Counting Rectangles is Fun,Brute force|Divide and Conquer|Dynamic programming,brute force|divide and conquer|dp,1150,0.857,Hard,0.0273250012
372A,Counting Kangaroos is Fun,Binary search|Greedy algorithms|Sortings orderings|Two pointers,binary search|greedy|sortings|two pointers,3365,0.582,Medium,0.0799553296
371E,Subway Innovation,Mathematics including integration differential equations etc|Two pointers,math|two pointers,547,0.528,Medium,0.0129971962
