ID,Accepted,Total,Ratio
358A,3930,12983,0.3027035353924363
357B,3070,5424,0.5660029498525073
357A,4063,8135,0.49944683466502765
356E,128,427,0.2997658079625293
356D,333,1980,0.16818181818181818
356C,902,4093,0.22037625213779624
356B,1443,4596,0.3139686684073107
356A,3692,10260,0.3598440545808967
355B,2954,3933,0.7510806000508518
355A,4320,9447,0.4572880279453795
354E,607,1283,0.4731098986749805
354D,113,283,0.3992932862190813
354C,1550,6112,0.2535994764397906
354B,304,2554,0.11902897415818324
354A,2806,6286,0.44638880050906776
353E,364,1261,0.28865979381443296
353D,1182,3934,0.30045754956786985
353C,2332,5893,0.3957237400305447
353B,1585,8604,0.18421664342166436
353A,5569,14458,0.38518467284548347
352B,3791,10246,0.36999804801873903
352A,6424,16174,0.39718066031903054
351E,750,1402,0.5349500713266762
351D,355,878,0.4043280182232346
351C,338,1139,0.2967515364354697
351B,1435,2373,0.6047197640117994
351A,2151,11718,0.1835637480798771
350E,470,2480,0.18951612903225806
350D,190,1280,0.1484375
350C,2832,9948,0.28468033775633295
350B,2096,5816,0.3603851444291609
350A,5341,11377,0.4694559198382702
349B,4310,20352,0.21177279874213836
349A,8300,25073,0.33103338252303277
348E,160,796,0.20100502512562815
348D,387,1118,0.34615384615384615
348C,735,3216,0.228544776119403
348B,1237,8135,0.15205900430239705
348A,4401,14113,0.3118401473818465
347B,4880,11529,0.42328042328042326
347A,4325,7259,0.5958120953299353
346E,114,474,0.24050632911392406
346D,313,805,0.38881987577639754
346C,908,4061,0.22359024870721497
346B,1368,6289,0.2175226586102719
346A,4041,10774,0.3750696120289586
345G,21,69,0.30434782608695654
345F,21,37,0.5675675675675675
345E,19,73,0.2602739726027397
345D,52,151,0.3443708609271523
345C,90,209,0.430622009569378
345B,93,230,0.4043478260869565
345A,311,856,0.3633177570093458
344B,4310,9168,0.4701134380453752
344A,12238,18670,0.6554900910551688
343E,201,471,0.4267515923566879
343D,1375,4960,0.2772177419354839
343C,1655,5288,0.3129727685325265
343B,3818,9617,0.39700530310907767
343A,4208,10152,0.4144996059889677
342E,1921,6823,0.2815477062875568
342D,312,628,0.4968152866242038
342C,1429,5957,0.23988584858150075
342B,2300,8102,0.28388052332757346
342A,3927,10889,0.36063917715125354
341E,146,393,0.37150127226463103
341D,485,1466,0.33083219645293316
340E,1262,3018,0.4181577203445991
340D,2815,4966,0.5668546113572291
340C,2354,6351,0.3706502912927098
340B,1223,4779,0.25591127851014855
340A,4630,16244,0.28502831814823937
339E,376,2325,0.16172043010752687
339D,4075,7950,0.5125786163522013
339C,3065,12351,0.24815804388308638
339B,10761,23404,0.45979319774397537
339A,20648,28152,0.7334470019892014
338E,371,824,0.45024271844660196
338D,403,1912,0.21077405857740586
337E,735,2172,0.3383977900552486
337D,1923,6040,0.3183774834437086
337C,2693,9560,0.2816945606694561
337B,3056,8372,0.36502627806975635
337A,14047,30336,0.4630472046413502
336E,65,151,0.4304635761589404
336D,575,2057,0.27953330092367523
336C,1615,6612,0.2442528735632184
336B,972,5918,0.16424467725582967
336A,4478,7937,0.564193020032758
335F,76,486,0.15637860082304528
335E,73,111,0.6576576576576577
335D,214,1160,0.18448275862068966
335C,352,1107,0.3179765130984643
335B,859,3879,0.2214488270172725
335A,998,2929,0.3407306247866166
334B,2357,7487,0.3148123413917457
334A,6789,10220,0.6642857142857143
333E,502,2366,0.2121724429416737
333D,1167,3386,0.34465445953927937
333C,252,1081,0.23311748381128586
333B,1693,4725,0.3583068783068783
333A,2979,7861,0.37895941992112964
332E,171,767,0.22294654498044328
332D,232,1037,0.22372227579556414
332C,655,5120,0.1279296875
332B,3148,14246,0.22097430857784642
332A,2836,5243,0.5409116917795156
331E2,42,276,0.15217391304347827
331E1,35,279,0.12544802867383512
331D3,59,248,0.23790322580645162
331D2,70,200,0.35
331D1,108,461,0.23427331887201736
331C3,215,574,0.37456445993031356
331C2,173,819,0.21123321123321123
331C1,1327,1926,0.6889927310488058
331B2,501,1049,0.4775977121067683
331B1,619,1155,0.5359307359307359
331A2,915,2140,0.42757009345794394
331A1,964,3110,0.30996784565916397
330B,4780,7750,0.6167741935483871
330A,7766,12481,0.6222257831904495
329E,83,311,0.26688102893890675
329D,246,722,0.3407202216066482
329C,586,2835,0.20670194003527337
329B,2733,6154,0.4441013974650634
329A,3094,6933,0.4462714553584307
328B,500,789,0.6337135614702155
328A,779,3267,0.23844505662687482
327E,735,3257,0.22566779244703716
327D,1382,4258,0.32456552372005637
327C,2089,7389,0.282717553119502
327B,5766,10463,0.5510847749211507
327A,9900,28876,0.3428452694278986
325E,260,530,0.49056603773584906
325D,239,1351,0.17690599555884529
325C,171,958,0.17849686847599164
325B,907,4339,0.20903433970961052
325A,1497,4167,0.3592512598992081
323C,224,756,0.2962962962962963
323B,175,569,0.30755711775043937
323A,299,651,0.4592933947772657
322B,3752,19330,0.1941024314536989
322A,5019,8472,0.5924220963172805
321E,972,4165,0.23337334933973589
321D,197,361,0.5457063711911357
321C,1412,3719,0.3796719548265663
321B,1432,4904,0.29200652528548127
321A,2648,12568,0.21069382558879696
320B,2724,8562,0.3181499649614576
320A,6700,12587,0.5322952252323826
319E,242,1320,0.18333333333333332
319D,327,746,0.4383378016085791
319C,1647,6236,0.26411161000641437
319B,1688,6426,0.262682850918145
319A,1760,2955,0.5956006768189509
318B,3832,10930,0.3505946935041171
318A,12229,31559,0.38749643524826516
317E,96,765,0.12549019607843137
317D,579,2012,0.28777335984095426
317C,355,1697,0.20919269298762522
317B,1428,5000,0.2856
317A,3244,14820,0.21889338731443994
316G3,243,691,0.3516642547033285
316G2,316,1894,0.16684266103484688
316G1,737,1286,0.573094867807154
316F3,134,459,0.29193899782135074
316F2,121,339,0.35693215339233036
316F1,132,600,0.22
316E3,324,1230,0.2634146341463415
316E2,310,1102,0.2813067150635209
316E1,1182,2576,0.4588509316770186
316D3,247,338,0.7307692307692307
316D2,231,337,0.685459940652819
316D1,273,438,0.6232876712328768
316C2,475,1364,0.34824046920821117
316C1,387,754,0.513262599469496
316B2,1183,1642,0.7204628501827041
316B1,1103,1760,0.6267045454545455
316A2,1673,5189,0.3224127962998651
316A1,1948,3853,0.5055800674798858
315B,3431,7998,0.42898224556139036
315A,3191,12639,0.2524725057362133
314E,162,492,0.32926829268292684
314D,314,1172,0.26791808873720135
314C,1125,3020,0.37251655629139074
314B,956,4117,0.23220791838717514
314A,1653,4294,0.38495575221238937
313E,347,1293,0.26836813611755606
313D,914,2797,0.3267786914551305
313C,2829,8484,0.33345120226308345
313B,7714,15273,0.505074314149152
313A,10409,18083,0.5756235137974893
312B,3629,6529,0.5558278449992342
312A,3236,8615,0.37562391178177595
311E,202,334,0.6047904191616766
311D,417,1556,0.2679948586118252
311C,279,1719,0.16230366492146597
311B,854,5011,0.1704250648573139
311A,2652,5715,0.46404199475065616
309E,62,177,0.3502824858757062
309D,126,296,0.42567567567567566
309C,402,1684,0.23871733966745842
309B,237,931,0.2545649838882922
309A,319,1216,0.2623355263157895
306D,123,1065,0.11549295774647887
306C,236,725,0.3255172413793103
306B,244,1269,0.19227738376674547
306A,1109,1368,0.810672514619883
305E,342,1394,0.24533715925394547
305D,334,1450,0.2303448275862069
305C,1640,4245,0.38633686690223795
305B,1596,9281,0.1719642279926732
305A,2241,11753,0.190674721347741
304B,1916,4591,0.41733827052929645
304A,3923,8633,0.4544190895401367
303E,102,808,0.12623762376237624
303D,163,461,0.35357917570498915
303C,667,4850,0.13752577319587628
303B,1084,2732,0.3967789165446559
303A,2647,3740,0.7077540106951872
302B,2914,4951,0.5885679660674611
302A,4207,10268,0.4097195169458512
301E,114,270,0.4222222222222222
301D,873,2373,0.36788874841972186
301C,293,645,0.4542635658914729
301B,1394,2967,0.46983485001685205
301A,2220,11353,0.1955430282744649
300E,535,2301,0.2325076053889613
300D,441,1080,0.4083333333333333
300C,2318,5539,0.41848709153276764
300B,2674,8405,0.31814396192742417
300A,5798,13821,0.41950654800665654
299B,1872,3394,0.5515615792575133
299A,2437,4564,0.5339614373356705
298B,3486,7313,0.4766853548475318
298A,3377,9877,0.3419054368735446
297E,109,200,0.545
297D,251,1029,0.24392614188532555
297C,615,2812,0.21870554765291608
297B,2419,7342,0.32947425769545086
297A,2584,6964,0.3710511200459506
296B,818,2205,0.3709750566893424
296A,4946,11483,0.4307236784812331
295E,388,1141,0.34005258545135847
295D,331,513,0.645224171539961
295C,1027,2659,0.3862354268522001
295B,3126,7796,0.400974858902001
295A,4211,11180,0.37665474060822896
294E,438,1488,0.29435483870967744
294D,163,578,0.2820069204152249
294C,1351,3493,0.3867735470941884
294B,2106,9623,0.21885067026914684
294A,4633,5702,0.812521922132585
293E,390,1339,0.2912621359223301
293D,163,425,0.3835294117647059
293C,465,941,0.49415515409139216
293B,329,905,0.36353591160220994
293A,1633,5546,0.29444644789037144
292E,1559,3826,0.40747516989022475
292D,1367,5419,0.2522605646798302
292C,693,1579,0.4388853704876504
292B,2576,4534,0.5681517423908249
292A,1817,3110,0.5842443729903537
291E,788,2493,0.31608503810669875
291D,1501,2313,0.6489407695633377
291C,1564,3156,0.4955640050697085
291B,2617,5388,0.4857089829250186
291A,3953,8670,0.45594002306805076
290F,45,1239,0.03631961259079903
290E,90,6442,0.013970816516609749
290D,1429,2584,0.5530185758513931
290C,872,2207,0.3951064793837789
290B,1724,3669,0.46988280185336606
290A,2073,7697,0.26932571131609717
289B,4009,9880,0.40576923076923077
289A,3140,4441,0.7070479621706823
288E,144,376,0.3829787234042553
288D,427,1563,0.27319257837492
288C,1607,3265,0.49218989280245024
288B,2056,3266,0.6295162278015921
288A,4582,10433,0.4391833604907505
287B,2302,10796,0.2132271211559837
287A,4845,11038,0.4389382134444646
286E,368,935,0.39358288770053473
286D,236,819,0.28815628815628813
286C,1008,2686,0.37527922561429633
286B,773,1392,0.555316091954023
286A,2243,3974,0.5644187216909915
285E,249,445,0.5595505617977528
285D,1007,2480,0.4060483870967742
285C,5845,12357,0.4730112486849559
285B,4577,6993,0.6545116545116545
285A,5842,8926,0.6544924938382254
284B,3502,6944,0.5043202764976958
284A,3122,8570,0.36429404900816803
283E,456,788,0.5786802030456852
283D,341,1144,0.2980769230769231
283C,923,3597,0.25660272449263277
283B,1975,7462,0.2646743500402037
283A,3794,16304,0.2327036310107949
282E,1423,5559,0.2559812915992085
282D,927,3718,0.24932759548144162
282C,3472,10285,0.33757899854156537
282B,3907,11308,0.3455076052352317
282A,23471,35631,0.6587241447054532
281B,1925,11978,0.16071130405743864
281A,17216,22160,0.7768953068592058
280E,90,296,0.30405405405405406
280D,275,836,0.32894736842105265
280C,919,1476,0.6226287262872628
280B,1671,4241,0.39401084649846735
280A,1064,4156,0.25601539942252166
279E,998,3697,0.2699486069786313
279D,491,1639,0.29957291031116534
279C,2686,10209,0.2631011852287198
279B,6219,22395,0.27769591426657736
279A,3157,7110,0.4440225035161744
278B,2430,4844,0.5016515276630884
278A,6015,8921,0.6742517654971416
277E,662,2037,0.32498772704958273
277D,123,647,0.1901081916537867
277C,355,2380,0.14915966386554622
277B,658,3995,0.16470588235294117
277A,5158,12422,0.4152310417002093
276E,823,2203,0.37358147980027234
276D,3565,7741,0.46053481462343365
276C,4406,11439,0.38517352915464637
276B,4931,10781,0.45737872182543365
276A,6663,11112,0.599622030237581
275B,1471,7188,0.20464663327768504
275A,5208,7878,0.6610814927646611
274E,98,290,0.33793103448275863
274D,559,2073,0.26965750120598164
274C,257,1302,0.19738863287250383
274B,1895,5299,0.3576146442725042
274A,4639,15870,0.2923125393824827
273E,130,197,0.6598984771573604
273D,248,395,0.6278481012658228
272E,893,2725,0.3277064220183486
272D,1659,7001,0.2369661476931867
272C,3443,7471,0.46084861464328736
272B,2690,8188,0.3285295554469956
272A,4868,8047,0.6049459425872996
271E,307,677,0.4534711964549483
271D,2997,11932,0.2511733154542407
271C,2019,4607,0.43824614716735405
271B,4123,10490,0.3930409914204004
271A,14511,21616,0.6713082901554405
270B,2856,7942,0.3596071518509192
270A,8826,16840,0.5241092636579573
269E,60,251,0.23904382470119523
269D,240,848,0.2830188679245283
269C,1003,2437,0.4115716044316783
269B,2535,5036,0.5033756949960286
269A,2587,9800,0.2639795918367347
268E,791,2359,0.3353115727002967
268D,348,661,0.5264750378214826
268C,4090,9586,0.42666388483204676
268B,9647,16898,0.5708959640194106
268A,11603,13453,0.8624842042667064
267C,91,343,0.2653061224489796
267B,329,1661,0.19807344972907887
267A,1757,3109,0.5651334834351882
266E,503,2341,0.21486544211875266
266D,435,3184,0.13662060301507536
266C,993,4751,0.20900862976215534
266B,14617,21241,0.6881502754107622
266A,18396,24994,0.7360166439945587
265B,5367,7652,0.7013852587558809
265A,5137,6229,0.8246909616310805
264E,144,411,0.35036496350364965
264D,216,842,0.25653206650831356
264C,1447,7725,0.18731391585760518
264B,3464,11705,0.2959419051687313
264A,4874,11353,0.429313837752136
263E,249,1268,0.19637223974763407
263D,1536,5100,0.30117647058823527
263C,913,5976,0.1527777777777778
263B,4716,7236,0.6517412935323383
263A,16002,22298,0.7176428379226837
262B,3349,13383,0.2502428454008817
262A,6217,8335,0.7458908218356328
261E,232,681,0.3406754772393539
261D,352,1053,0.3342830009496676
261C,598,1460,0.4095890410958904
261B,1020,3189,0.3198494825964252
261A,2964,5053,0.5865822283791807
260E,324,1130,0.2867256637168142
260D,722,2108,0.3425047438330171
260C,1591,7149,0.22254860819695063
260B,2130,7347,0.2899142507145774
260A,3801,10521,0.36127744510978044
259B,4896,7719,0.6342790516906335
259A,4484,6780,0.6613569321533923
258E,493,1170,0.42136752136752137
258D,392,628,0.6242038216560509
258C,938,1858,0.5048439181916039
258B,1200,3758,0.31931878658861096
258A,6859,12092,0.5672345352299041
257E,184,615,0.2991869918699187
257D,1038,2876,0.3609179415855355
257C,1809,8077,0.22396929553051875
257B,2416,4120,0.5864077669902913
257A,3327,7654,0.43467467990593156
256E,381,950,0.4010526315789474
256D,174,555,0.31351351351351353
255E,643,2413,0.26647326978864483
255D,1190,3795,0.31357048748353095
255C,2311,9807,0.23564800652595086
255B,2878,7160,0.40195530726256984
255A,6951,9261,0.7505668934240363
254E,315,1334,0.23613193403298352
254D,281,1876,0.1497867803837953
254C,960,4271,0.22477171622570827
254B,1441,3974,0.36260694514343234
254A,2810,13172,0.2133313088369268
253E,352,1423,0.24736472241742796
253D,542,2802,0.1934332619557459
253C,1274,4637,0.27474660340737544
253B,3255,14143,0.23014919041221807
253A,3721,14344,0.2594116006692694
252B,1219,8735,0.13955352032054952
252A,2895,5284,0.5478803936411809
251E,48,266,0.18045112781954886
251D,240,1108,0.21660649819494585
251C,699,1671,0.41831238779174146
251B,933,4454,0.20947462954647508
251A,4276,11505,0.371664493698392
250E,335,1454,0.23039889958734525
250D,653,3157,0.20684193854925562
250C,1214,2805,0.43279857397504456
250B,1278,3164,0.40391908975979773
250A,2139,3972,0.5385196374622356
249E,140,861,0.16260162601626016
249D,155,501,0.3093812375249501
248E,286,1133,0.2524271844660194
248D,365,2794,0.1306370794559771
248C,709,5099,0.13904687193567367
248B,2867,6742,0.4252447345001483
248A,4393,6942,0.6328147507922789
246E,587,2335,0.25139186295503213
246D,2897,10848,0.26705383480825956
246C,1829,7489,0.24422486313259448
246B,3808,7407,0.5141082759551775
246A,4913,8272,0.593931334622824
245H,1846,5294,0.3486966377030601
245G,454,2526,0.17973079968329375
245F,642,2056,0.3122568093385214
245E,2279,7168,0.3179408482142857
245D,1558,1997,0.7801702553830746
245C,2045,5806,0.35222183947640373
245B,3232,8380,0.3856801909307876
245A,3408,4725,0.7212698412698413
244B,2009,4987,0.402847403248446
244A,3643,5849,0.6228415113694649
243E,84,314,0.267515923566879
243D,129,347,0.37175792507204614
243C,330,609,0.541871921182266
243B,946,6925,0.13660649819494586
243A,2015,4859,0.4146943815599918
242E,1933,6232,0.31017329910141206
242D,1001,1985,0.5042821158690176
242C,2013,3834,0.525039123630673
242B,4364,8303,0.5255931590991209
242A,3600,7214,0.4990296645411699
241G,481,2971,0.16189835072366207
241F,211,927,0.22761596548004315
241E,307,1974,0.15552178318135765
241D,103,449,0.22939866369710468
241C,447,1227,0.3643031784841076
241B,264,1320,0.2
241A,1804,4592,0.39285714285714285
240F,491,2868,0.1711994421199442
240E,213,1291,0.16498838109992253
239B,1487,3992,0.37249498997995995
239A,4751,15606,0.3044341919774446
238E,176,801,0.21972534332084895
238D,110,571,0.19264448336252188
238C,664,2266,0.29302736098852605
238B,821,2073,0.3960443801254221
238A,1546,2652,0.5829562594268477
237E,870,1537,0.5660377358490566
237D,401,699,0.5736766809728183
237C,2527,6539,0.3864505276036091
237B,1931,4368,0.44207875457875456
237A,8871,24594,0.36069773115394
236B,3422,6370,0.5372056514913658
236A,17010,30463,0.5583822998391491
235E,305,765,0.39869281045751637
235D,132,202,0.6534653465346535
235C,598,2021,0.29589312221672437
235B,1216,2024,0.6007905138339921
235A,4546,18729,0.24272518554113942
234H,511,1288,0.3967391304347826
234G,950,2384,0.39848993288590606
234F,1240,3246,0.3820086260012323
234E,698,1325,0.5267924528301887
234D,1284,4892,0.2624693376941946
234C,2407,9016,0.2669698314108252
234B,2806,8013,0.35018095594658677
234A,2392,7515,0.31829673985362605
233B,2929,10164,0.28817394726485634
233A,6453,9153,0.7050147492625368
232E,149,814,0.18304668304668303
232D,285,1433,0.19888346127006282
232C,115,1265,0.09090909090909091
232B,882,2612,0.33767228177641656
232A,1522,5188,0.2933693138010794
231E,605,1653,0.3660012099213551
231D,2007,2599,0.7722200846479416
231C,2478,8123,0.3050597070048012
231B,2020,4845,0.4169246646026832
231A,24704,32845,0.7521388339168823
230B,9142,48873,0.187056247825998
230A,10781,27528,0.39163760534728276
229E,311,845,0.3680473372781065
229D,924,2741,0.3371032469901496
229C,1166,2886,0.404019404019404
229B,1900,8432,0.22533206831119545
229A,2765,9157,0.301954788686251
228E,986,2470,0.3991902834008097
228D,270,1070,0.2523364485981308
228C,371,1458,0.2544581618655693
228B,2150,5578,0.38544281104338474
228A,10968,16235,0.6755774561133354
227B,3154,7242,0.43551505109085886
227A,2518,6868,0.3666278392545137
226E,280,1102,0.2540834845735027
226D,577,1119,0.515638963360143
226C,530,2737,0.1936426744610888
226B,1090,4549,0.23961310178061113
226A,2291,5586,0.41013247404224845
225E,476,1304,0.36503067484662577
225D,642,2543,0.2524577270939835
225C,2737,6881,0.3977619532044761
225B,1862,6806,0.27358213341169557
225A,3312,5337,0.6205733558178752
224B,2376,8730,0.2721649484536082
224A,5305,9274,0.5720293293077421
223E,57,158,0.36075949367088606
223D,26,253,0.10276679841897234
223C,933,2749,0.33939614405238266
223B,973,4349,0.22372959300988732
223A,1474,7104,0.20748873873873874
222E,1005,2908,0.34559834938101786
222D,1530,4342,0.3523721787194841
222C,977,8645,0.1130133024869867
222B,3072,9379,0.32754024949354943
222A,4049,11581,0.3496243847681547
221B,2962,8555,0.3462302746931619
221A,4852,8734,0.5555301122051752
220E,495,1181,0.4191363251481795
220D,217,586,0.3703071672354949
220C,712,2994,0.23780895123580495
220B,3109,10141,0.30657726062518487
220A,4845,12314,0.393454604515186
219E,452,1694,0.2668240850059032
219D,2341,4376,0.534963436928702
219C,2710,9699,0.2794102484792247
219B,2518,9260,0.27192224622030237
219A,6018,12199,0.49331912451840315
218B,4119,7064,0.5830973952434881
218A,2403,5873,0.4091605652988251
217E,180,717,0.2510460251046025
217D,173,684,0.25292397660818716
217C,227,691,0.32850940665701883
217B,714,2404,0.29700499168053246
217A,5362,10689,0.501637197118533
216E,349,874,0.39931350114416475
216D,738,1375,0.5367272727272727
216C,958,3290,0.29118541033434653
216B,1879,6442,0.2916796026078857
216A,3412,8206,0.4157933219595418
215E,351,1108,0.3167870036101083
215D,1930,7218,0.26738708783596565
215C,387,1421,0.27234342012667134
215B,2196,4384,0.5009124087591241
215A,3966,6112,0.6488874345549738
214B,2217,13633,0.1626201129611971
214A,7412,11305,0.6556390977443609
213E,325,825,0.3939393939393939
213D,241,703,0.34281650071123754
213C,1221,4257,0.2868217054263566
213B,1017,2277,0.44664031620553357
213A,1166,2375,0.49094736842105263
212E,411,1102,0.37295825771324864
212D,242,630,0.38412698412698415
212C,183,427,0.42857142857142855
212B,227,713,0.31837307152875177
212A,45,201,0.22388059701492538
209C,346,1405,0.24626334519572954
209B,206,641,0.3213728549141966
209A,373,658,0.5668693009118541
208E,988,2959,0.3338965866846908
208D,3569,8219,0.4342377418177394
208C,1021,4263,0.23950269763077645
208B,1032,5885,0.1753610875106202
208A,13237,24684,0.5362583049748825
207D9,22,48,0.4583333333333333
207D8,19,33,0.5757575757575758
207D7,22,47,0.46808510638297873
207D6,22,44,0.5
207D5,22,40,0.55
207D4,21,47,0.44680851063829785
207D3,23,28,0.8214285714285714
207D2,24,57,0.42105263157894735
207D10,24,62,0.3870967741935484
207D1,30,68,0.4411764705882353
207C3,39,115,0.3391304347826087
207C2,24,99,0.24242424242424243
207C1,35,67,0.5223880597014925
207B3,89,217,0.41013824884792627
207B2,84,164,0.5121951219512195
207B1,118,240,0.49166666666666664
207A3,100,360,0.2777777777777778
207A2,120,242,0.49586776859504134
207A1,135,395,0.34177215189873417
205B,2712,8190,0.3311355311355311
205A,4818,10416,0.46255760368663595
204E,456,1477,0.3087339201083277
204D,251,507,0.49506903353057197
204C,769,2557,0.3007430582714118
204B,2505,8081,0.3099863878232892
204A,2767,8937,0.3096117265301555
203E,185,1400,0.13214285714285715
203D,879,2059,0.42690626517727054
203C,2681,7144,0.37527995520716684
203B,1935,4119,0.4697742170429716
203A,3069,12456,0.24638728323699421
202B,650,2073,0.3135552339604438
202A,3379,4204,0.8037583254043768
201E,183,412,0.4441747572815534
201D,275,695,0.39568345323741005
201C,920,2579,0.3567274137262505
201B,940,2244,0.41889483065953653
201A,1961,6962,0.2816719333524849
200E,228,1642,0.13885505481120586
200D,586,893,0.6562150055991042
200C,702,2731,0.25704870010984987
200B,9800,11993,0.8171433336112732
200A,412,2898,0.14216701173222912
199B,450,2757,0.1632208922742111
199A,5228,9304,0.561908856405847
198E,302,912,0.33114035087719296
198D,32,88,0.36363636363636365
198C,298,816,0.36519607843137253
198B,1658,5409,0.3065261601035312
198A,1863,7302,0.2551355792933443
197B,2210,7167,0.3083577508022883
197A,2655,6746,0.39356655796027273
196E,311,1361,0.22850844966936076
196D,217,719,0.30180806675938804
196C,490,2417,0.2027306578402979
196B,1249,9156,0.13641328090869376
196A,3286,5394,0.6091954022988506
195E,501,1783,0.2809871003925967
195D,644,3385,0.19025110782865584
195C,655,2153,0.30422666047375757
195B,2425,6052,0.40069398545935225
195A,2779,3856,0.720695020746888
194B,2106,7121,0.29574497963769136
194A,3542,5302,0.6680497925311203
193E,184,746,0.24664879356568364
193D,178,469,0.3795309168443497
193C,295,889,0.33183352080989875
193B,692,2669,0.2592731360059948
193A,1461,5545,0.26348061316501353
192B,2591,4860,0.5331275720164609
192A,3586,12587,0.2848971160721379
191E,499,1619,0.30821494749845585
191D,133,353,0.37677053824362605
191C,1832,4022,0.4554947787170562
191B,739,1785,0.41400560224089633
191A,1943,4978,0.39031739654479713
190E,524,2712,0.19321533923303835
190D,1064,2298,0.4630113141862489
190C,1156,5184,0.22299382716049382
190B,1608,7403,0.217209239497501
190A,3302,12297,0.2685207774253883
189B,1900,4727,0.4019462661307383
189A,10272,30733,0.33423356001691995
188H,113,169,0.6686390532544378
188G,143,238,0.6008403361344538
188F,187,266,0.7030075187969925
188E,213,359,0.5933147632311978
188D,256,397,0.6448362720403022
188C,269,433,0.6212471131639723
188B,261,443,0.5891647855530474
188A,378,825,0.4581818181818182
187E,33,145,0.22758620689655173
187D,180,597,0.3015075376884422
187C,770,2566,0.3000779423226812
187B,1119,3082,0.3630759247242051
187A,1846,4003,0.4611541343992006
186B,1685,4451,0.37856661424399013
186A,4064,12657,0.32108714545310896
185E,51,328,0.15548780487804878
185D,238,1238,0.19224555735056542
185C,49,1007,0.04865938430983118
185B,1244,4293,0.2897740507803401
185A,3237,8858,0.3654323775118537
183E,53,249,0.21285140562248997
183D,157,408,0.38480392156862747
183C,236,1069,0.2207670720299345
183B,360,1313,0.2741812642802742
183A,343,646,0.5309597523219814
182E,800,1585,0.5047318611987381
182D,2754,8205,0.3356489945155393
182C,399,2676,0.1491031390134529
182B,2705,3764,0.7186503719447397
182A,215,667,0.32233883058470764
181B,977,3100,0.31516129032258067
181A,1328,1930,0.6880829015544041
180F,1157,1495,0.7739130434782608
180E,741,1663,0.4455802766085388
180D,482,1800,0.2677777777777778
180C,1825,5185,0.351976856316297
180B,214,917,0.23336968375136313
180A,375,1343,0.27922561429635145
178F3,125,382,0.32722513089005234
178F2,152,329,0.46200607902735563
178F1,242,472,0.5127118644067796
178E3,169,1156,0.14619377162629757
178E2,200,688,0.29069767441860467
178E1,278,484,0.5743801652892562
178D3,186,719,0.25869262865090403
178D2,229,1014,0.22583826429980275
178D1,487,759,0.6416337285902504
178C3,229,539,0.424860853432282
178C2,230,563,0.40852575488454707
178C1,402,963,0.4174454828660436
178B3,478,1072,0.4458955223880597
178B2,430,572,0.7517482517482518
178B1,474,962,0.49272349272349275
178A3,658,1086,0.6058931860036832
178A2,652,699,0.932761087267525
178A1,684,837,0.8172043010752689
177G2,71,267,0.26591760299625467
177G1,64,412,0.1553398058252427
177F2,70,447,0.15659955257270694
177F1,226,449,0.5033407572383074
177E2,285,2353,0.12112197195070123
177E1,456,2108,0.21631878557874762
177D2,741,2297,0.32259468872442315
177D1,1104,2031,0.5435745937961596
177C2,844,1322,0.6384266263237519
177C1,882,1785,0.49411764705882355
177B2,1229,2763,0.4448063698878031
177B1,1483,2071,0.7160791887976823
177A2,1715,2165,0.792147806004619
177A1,1860,2412,0.7711442786069652
176E,274,689,0.397677793904209
176D,200,626,0.3194888178913738
176C,354,1470,0.24081632653061225
176B,797,1949,0.4089276552077989
176A,992,1784,0.5560538116591929
175F,39,197,0.19796954314720813
175E,150,536,0.2798507462686567
175D,235,1586,0.148171500630517
175C,776,2648,0.2930513595166163
175B,970,2799,0.34655234012147196
175A,1853,7779,0.23820542486180743
174C,568,1717,0.33080955154338965
174B,794,4089,0.19417950599168501
174A,1122,2278,0.4925373134328358
173E,270,744,0.3629032258064516
173D,150,846,0.1773049645390071
173C,705,1813,0.38885824600110314
173B,1052,4347,0.24200598113641592
173A,1616,4042,0.3998020781791192
172E,241,863,0.27925840092699883
172D,920,1557,0.5908798972382787
172C,906,1409,0.6430092264017033
172B,1771,2881,0.6147171121138494
172A,3100,4270,0.7259953161592506
171H,132,303,0.43564356435643564
171G,333,441,0.7551020408163265
171F,754,1877,0.40170484816196056
171E,327,1290,0.2534883720930233
171D,1304,11940,0.10921273031825796
171C,411,877,0.46864310148232613
171B,1804,2860,0.6307692307692307
171A,2078,4228,0.4914853358561968
169B,1653,4717,0.35043459826160694
169A,1834,2855,0.6423817863397548
168B,1044,7527,0.1387006775607812
168A,4795,9577,0.5006787094079566
167E,211,714,0.29551820728291317
167D,104,196,0.5306122448979592
167C,406,1806,0.2248062015503876
167B,1085,3393,0.31977600943118184
167A,1737,3345,0.5192825112107623
166E,4745,11389,0.4166300816577399
166D,277,1806,0.15337763012181616
166C,2409,8144,0.29580058939096265
166B,1061,6038,0.17572043723087116
166A,4881,11024,0.4427612481857765
165E,1230,3215,0.38258164852255055
165D,741,2318,0.319672131147541
165C,3848,14797,0.2600527133878489
165B,3621,9293,0.38964812224254813
165A,5626,8024,0.7011465603190429
164E,34,242,0.14049586776859505
164D,186,1382,0.1345875542691751
164C,632,2522,0.2505947660586836
164B,378,1300,0.2907692307692308
164A,702,2763,0.254071661237785
163E,436,2268,0.19223985890652556
163D,246,1878,0.13099041533546327
163C,461,1502,0.30692410119840213
